ncm;artigo;pagina;trecho
30021100;479;;"a Tipi (Lei nº 10.865, de 2004, art. 8º, § 11, inciso I; Decreto nº 6.426, de 2008, art. 2º; e Ato Declaratório Interpretativo nº 7, de 27 de dezembro de 2018): I - na posição 30.01; II - nos códigos 3002.11.00, 3002.12.1, 3002.12.2, 3002.12.3, 3002.13.00, 3002.14.00, 3002.15, 3002.41.1, 3002.41.2, 3002.49.10, 3002.49."
30021300;479;;", inciso I; Decreto nº 6.426, de 2008, art. 2º; e Ato Declaratório Interpretativo nº 7, de 27 de dezembro de 2018): I - na posição 30.01; II - nos códigos 3002.11.00, 3002.12.1, 3002.12.2, 3002.12.3, 3002.13.00, 3002.14.00, 3002.15, 3002.41.1, 3002.41.2, 3002.49.10, 3002.49.92, 3002.49.99, 3002.59.00, 3002.90.00, 3822."
30021400;479;;"Decreto nº 6.426, de 2008, art. 2º; e Ato Declaratório Interpretativo nº 7, de 27 de dezembro de 2018): I - na posição 30.01; II - nos códigos 3002.11.00, 3002.12.1, 3002.12.2, 3002.12.3, 3002.13.00, 3002.14.00, 3002.15, 3002.41.1, 3002.41.2, 3002.49.10, 3002.49.92, 3002.49.99, 3002.59.00, 3002.90.00, 3822.11.00 e 3822"
30024910;479;;"eclaratório Interpretativo nº 7, de 27 de dezembro de 2018): I - na posição 30.01; II - nos códigos 3002.11.00, 3002.12.1, 3002.12.2, 3002.12.3, 3002.13.00, 3002.14.00, 3002.15, 3002.41.1, 3002.41.2, 3002.49.10, 3002.49.92, 3002.49.99, 3002.59.00, 3002.90.00, 3822.11.00 e 3822.19.40; III - na posição 30.03, exceto no c"
30024992;479;;"Interpretativo nº 7, de 27 de dezembro de 2018): I - na posição 30.01; II - nos códigos 3002.11.00, 3002.12.1, 3002.12.2, 3002.12.3, 3002.13.00, 3002.14.00, 3002.15, 3002.41.1, 3002.41.2, 3002.49.10, 3002.49.92, 3002.49.99, 3002.59.00, 3002.90.00, 3822.11.00 e 3822.19.40; III - na posição 30.03, exceto no código 3003.9"
30024999;479;;"vo nº 7, de 27 de dezembro de 2018): I - na posição 30.01; II - nos códigos 3002.11.00, 3002.12.1, 3002.12.2, 3002.12.3, 3002.13.00, 3002.14.00, 3002.15, 3002.41.1, 3002.41.2, 3002.49.10, 3002.49.92, 3002.49.99, 3002.59.00, 3002.90.00, 3822.11.00 e 3822.19.40; III - na posição 30.03, exceto no código 3003.90.56; IV - n"
30025900;479;;"27 de dezembro de 2018): I - na posição 30.01; II - nos códigos 3002.11.00, 3002.12.1, 3002.12.2, 3002.12.3, 3002.13.00, 3002.14.00, 3002.15, 3002.41.1, 3002.41.2, 3002.49.10, 3002.49.92, 3002.49.99, 3002.59.00, 3002.90.00, 3822.11.00 e 3822.19.40; III - na posição 30.03, exceto no código 3003.90.56; IV - na posição 30"
30029000;479;;"ro de 2018): I - na posição 30.01; II - nos códigos 3002.11.00, 3002.12.1, 3002.12.2, 3002.12.3, 3002.13.00, 3002.14.00, 3002.15, 3002.41.1, 3002.41.2, 3002.49.10, 3002.49.92, 3002.49.99, 3002.59.00, 3002.90.00, 3822.11.00 e 3822.19.40; III - na posição 30.03, exceto no código 3003.90.56; IV - na posição 30.04, exceto "
38221100;479;;" I - na posição 30.01; II - nos códigos 3002.11.00, 3002.12.1, 3002.12.2, 3002.12.3, 3002.13.00, 3002.14.00, 3002.15, 3002.41.1, 3002.41.2, 3002.49.10, 3002.49.92, 3002.49.99, 3002.59.00, 3002.90.00, 3822.11.00 e 3822.19.40; III - na posição 30.03, exceto no código 3003.90.56; IV - na posição 30.04, exceto no código 30"
38221940;479;;"ão 30.01; II - nos códigos 3002.11.00, 3002.12.1, 3002.12.2, 3002.12.3, 3002.13.00, 3002.14.00, 3002.15, 3002.41.1, 3002.41.2, 3002.49.10, 3002.49.92, 3002.49.99, 3002.59.00, 3002.90.00, 3822.11.00 e 3822.19.40; III - na posição 30.03, exceto no código 3003.90.56; IV - na posição 30.04, exceto no código 3004.90.46; V -"
30039056;479;;"2.12.2, 3002.12.3, 3002.13.00, 3002.14.00, 3002.15, 3002.41.1, 3002.41.2, 3002.49.10, 3002.49.92, 3002.49.99, 3002.59.00, 3002.90.00, 3822.11.00 e 3822.19.40; III - na posição 30.03, exceto no código 3003.90.56; IV - na posição 30.04, exceto no código 3004.90.46; V - no código 3005.10.10; e VI - nos códigos 3006.30.1; "
30049046;479;;"3002.41.1, 3002.41.2, 3002.49.10, 3002.49.92, 3002.49.99, 3002.59.00, 3002.90.00, 3822.11.00 e 3822.19.40; III - na posição 30.03, exceto no código 3003.90.56; IV - na posição 30.04, exceto no código 3004.90.46; V - no código 3005.10.10; e VI - nos códigos 3006.30.1; 3006.30.2 e 3006.60.00."
30051010;479;;".49.10, 3002.49.92, 3002.49.99, 3002.59.00, 3002.90.00, 3822.11.00 e 3822.19.40; III - na posição 30.03, exceto no código 3003.90.56; IV - na posição 30.04, exceto no código 3004.90.46; V - no código 3005.10.10; e VI - nos códigos 3006.30.1; 3006.30.2 e 3006.60.00."
30066000;479;;", 3822.11.00 e 3822.19.40; III - na posição 30.03, exceto no código 3003.90.56; IV - na posição 30.04, exceto no código 3004.90.46; V - no código 3005.10.10; e VI - nos códigos 3006.30.1; 3006.30.2 e 3006.60.00."
38221300;480;;"icam reduzidas a 0% (zero por cento) as alíquotas da Contribuição para o PIS/Pasep- Importação e da Co fi ns-Importação incidentes na importação de produtos classi fi cados nas posições 30.02, 30.06, 3822.13.00, 3822.19.30, 39.26, 40.15 e 90.18 da Tipi, relacionados no Anexo V, destinados ao uso em hospitais, clínicas "
38221930;480;;"as a 0% (zero por cento) as alíquotas da Contribuição para o PIS/Pasep- Importação e da Co fi ns-Importação incidentes na importação de produtos classi fi cados nas posições 30.02, 30.06, 3822.13.00, 3822.19.30, 39.26, 40.15 e 90.18 da Tipi, relacionados no Anexo V, destinados ao uso em hospitais, clínicas e consultóri"
34011190;481;176;" 2.121, DE 15 DE DEZEMBRO DE 2022 - DOU - Imprensa Nacional https://www.in.gov.br/en/web/dou/-/instrucao-normativa-rfb-n-2.121-de-15-de-dezembro-de-2022-452045866 175/316 posição 33.06, e nos códigos 3401.11.90, exceto 3401.11.90 Ex 01, 3401.20.10 e 9603.21.00, da Tipi, serão calculadas com base nas alíquotas de (Lei n"
34012010;481;176;"OU - Imprensa Nacional https://www.in.gov.br/en/web/dou/-/instrucao-normativa-rfb-n-2.121-de-15-de-dezembro-de-2022-452045866 175/316 posição 33.06, e nos códigos 3401.11.90, exceto 3401.11.90 Ex 01, 3401.20.10 e 9603.21.00, da Tipi, serão calculadas com base nas alíquotas de (Lei nº 10.147, de 2000, art. 1º, inciso I,"
96032100;481;176;" Nacional https://www.in.gov.br/en/web/dou/-/instrucao-normativa-rfb-n-2.121-de-15-de-dezembro-de-2022-452045866 175/316 posição 33.06, e nos códigos 3401.11.90, exceto 3401.11.90 Ex 01, 3401.20.10 e 9603.21.00, da Tipi, serão calculadas com base nas alíquotas de (Lei nº 10.147, de 2000, art. 1º, inciso I, 'b', com red"
34011190;489;;"ção e da Co fi ns-Importação incidentes na importação de produtos de perfumaria, de toucador ou de higiene pessoal classi fi cados nas posições 3303.00 a 33.07, exceto na posição 33.06; e nos códigos 3401.11.90, exceto 3401.11.90 Ex 01; 3401.20.10; e 9603.21.00, da Tipi, são de (Lei nº 10.865, de 2004, art. 8º, § 2º, c"
34012010;489;;"es na importação de produtos de perfumaria, de toucador ou de higiene pessoal classi fi cados nas posições 3303.00 a 33.07, exceto na posição 33.06; e nos códigos 3401.11.90, exceto 3401.11.90 Ex 01; 3401.20.10; e 9603.21.00, da Tipi, são de (Lei nº 10.865, de 2004, art. 8º, § 2º, com redação dada pela Lei nº 13.137, d"
96032100;489;;"ão de produtos de perfumaria, de toucador ou de higiene pessoal classi fi cados nas posições 3303.00 a 33.07, exceto na posição 33.06; e nos códigos 3401.11.90, exceto 3401.11.90 Ex 01; 3401.20.10; e 9603.21.00, da Tipi, são de (Lei nº 10.865, de 2004, art. 8º, § 2º, com redação dada pela Lei nº 13.137, de 2015, art. 1"
21069010;490;178;"zação ou comercialização dos produtos classi fi cados nos seguintes códigos da Tipi serão exigidas nos termos do Decreto nº 8.442, de 29 de abril de 2015 (Lei nº 13.097, de 2015, art. 14, caput): I - 2106.90.10 Ex 02; II - 22.01, exceto os Ex 01 e Ex 02 do código 2201.10.00; III - 22.02, exceto os Ex 01 e Ex 02 do códi"
22011000;490;178;"tes códigos da Tipi serão exigidas nos termos do Decreto nº 8.442, de 29 de abril de 2015 (Lei nº 13.097, de 2015, art. 14, caput): I - 2106.90.10 Ex 02; II - 22.01, exceto os Ex 01 e Ex 02 do código 2201.10.00; III - 22.02, exceto os Ex 01 e Ex 02 do código 2202.99.00; e IV - 22.03. Parágrafo único. O disposto no capu"
22029900;490;178;" 8.442, de 29 de abril de 2015 (Lei nº 13.097, de 2015, art. 14, caput): I - 2106.90.10 Ex 02; II - 22.01, exceto os Ex 01 e Ex 02 do código 2201.10.00; III - 22.02, exceto os Ex 01 e Ex 02 do código 2202.99.00; e IV - 22.03. Parágrafo único. O disposto no caput, em relação às posições 22.01 e 22.02 da Tipi, alcança ex"
22011000;491;;". Ficam reduzidas a 0% (zero por cento) as alíquotas da Contribuição para o PIS/Pasep e da Co fi ns incidentes sobre a receita decorrente da venda de águas minerais naturais classi fi cadas no código 2201.10.00 Ex 01 e Ex 02 da Tipi (Lei nº 12.715, de 2012, art. 76). CAPÍTULO II DA VENDA E DA IMPORTAÇÃO DE PREPARAÇÕES "
21069010;492;;"S/Pasep-Importação e da Co fi ns-Importação incidentes, respectivamente, sobre a receita de venda no mercado interno e na importação de preparações compostas não alcoólicas, classi fi cadas no código 2106.90.10 Ex 01 da Tipi, destinadas à elaboração de bebidas pelas pessoas jurídicas industriais dos produtos referidos "
27111910;526;;"esel e gasolina, ou exclusivamente de gasolina; b) óleo diesel e suas correntes, e nafta petroquímica destinada à produção ou formulação exclusivamente de óleo diesel; c) GLP classi fi cado no código 2711.19.10 da Tipi, derivado de petróleo e de gás natural; e d) querosene de aviação; II - produtor, cooperativa de prod"
27111910;527;187;"esel e gasolina, ou exclusivamente de gasolina; b) óleo diesel e suas correntes, e nafta petroquímica destinada à produção ou formulação exclusivamente de óleo diesel; c) GLP classi fi cado no código 2711.19.10 da Tipi, derivado de petróleo e de gás natural; e d) querosene de aviação; II - produtor, cooperativa de prod"
27111910;529;189;"016): I - gasolinas e suas correntes, exceto gasolina da aviação, referidos na alínea 'a' do inciso III do parágrafo único do art. 528; II - óleo diesel e suas correntes; GLP classi fi cado no código 2711.19.10 da Tipi, derivado de petróleo e de gás natural; e querosene de aviação, referidos na alínea 'a' do inciso III"
27111910;530;190;"e gasolina, ou exclusivamente de gasolina; II - óleo diesel e suas correntes, e nafta petroquímica destinada à produção ou formulação exclusivamente de óleo diesel; III - GLP classi fi cado no código 2711.19.10 da Tipi, derivado de petróleo e de gás natural; IV - querosene de aviação; V - álcool; VI - produtos sujeitos"
27111910;531;191;"e gasolina, ou exclusivamente de gasolina; II - óleo diesel e suas correntes, e nafta petroquímica destinada à produção ou formulação exclusivamente de óleo diesel; III - GLP classi fi cado no código 2711.19.10 da Tipi, derivado de petróleo e de gás natural; IV - querosene de aviação; V - álcool; VI - produtos sujeitos"
27111910;533;192;"e-15-de-dezembro-de-2022-452045866 191/316 II - óleo diesel e suas correntes, e nafta petroquímica destinada à produção ou formulação exclusivamente de óleo diesel; III - GLP classi fi cado no código 2711.19.10 da Tipi, derivado de petróleo e de gás natural; IV - querosene de aviação; V - álcool; VI - produtos sujeitos"
27111910;535;194;"e gasolina, ou exclusivamente de gasolina; II - óleo diesel e suas correntes, e nafta petroquímica destinada à produção ou formulação exclusivamente de óleo diesel; III - GLP classi fi cado no código 2711.19.10 da Tipi, derivado de petróleo e de gás natural; IV - querosene de aviação; V - álcool; VI - produtos sujeitos"
18010000;558;;", art. 9º, inciso I, com redação dada pela Lei nº 12.865, de 2013, art. 33; Lei nº 12.599, de 2012, art. 7º, parágrafo único): I - 10.01 a 10.08 (cereais), exceto os códigos 1006.20 e 1006.30; e II - 1801.00.00 (cacau). Parágrafo único. Para efeito do disposto no caput, entende-se por cerealista, a pessoa jurídica que "
02061000;560;199;"t. 13; Lei nº 12.599, de 2012, art. 7º, parágrafo único; Lei nº 12.839, de 2013, art. 2º, e Lei nº 12.865, de 2013, art. 30): I - no Capítulo 2 (carnes), exceto os códigos 02.01, 02.02, 02.03, 02.04, 0206.10.00, 0206.21, 0206.29, 0206.30.00, 0206.4, 0206.80.00, 02.07 e 0210.1; II - no Capítulo 3 (pescados), exceto os c"
02063000;560;199;" art. 7º, parágrafo único; Lei nº 12.839, de 2013, art. 2º, e Lei nº 12.865, de 2013, art. 30): I - no Capítulo 2 (carnes), exceto os códigos 02.01, 02.02, 02.03, 02.04, 0206.10.00, 0206.21, 0206.29, 0206.30.00, 0206.4, 0206.80.00, 02.07 e 0210.1; II - no Capítulo 3 (pescados), exceto os códigos 03.02, 03.03, 03.04 e o"
02068000;560;199;"único; Lei nº 12.839, de 2013, art. 2º, e Lei nº 12.865, de 2013, art. 30): I - no Capítulo 2 (carnes), exceto os códigos 02.01, 02.02, 02.03, 02.04, 0206.10.00, 0206.21, 0206.29, 0206.30.00, 0206.4, 0206.80.00, 02.07 e 0210.1; II - no Capítulo 3 (pescados), exceto os códigos 03.02, 03.03, 03.04 e os produtos vivos des"
04051000;560;199;"206.80.00, 02.07 e 0210.1; II - no Capítulo 3 (pescados), exceto os códigos 03.02, 03.03, 03.04 e os produtos vivos desse Capítulo; III - no Capítulo 4 (leite, laticínios, ovos, mel), exceto o código 0405.10.00; IV - nos códigos 0504.00 (miúdos), 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.9, 07.10, 07.12 a 07.14 ("
07019000;560;199;"pescados), exceto os códigos 03.02, 03.03, 03.04 e os produtos vivos desse Capítulo; III - no Capítulo 4 (leite, laticínios, ovos, mel), exceto o código 0405.10.00; IV - nos códigos 0504.00 (miúdos), 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.9, 07.10, 07.12 a 07.14 (produtos hortícolas, plantas e tubérculos), exc"
07020000;560;199;"xceto os códigos 03.02, 03.03, 03.04 e os produtos vivos desse Capítulo; III - no Capítulo 4 (leite, laticínios, ovos, mel), exceto o código 0405.10.00; IV - nos códigos 0504.00 (miúdos), 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.9, 07.10, 07.12 a 07.14 (produtos hortícolas, plantas e tubérculos), exceto os códig"
07061000;560;199;"igos 03.02, 03.03, 03.04 e os produtos vivos desse Capítulo; III - no Capítulo 4 (leite, laticínios, ovos, mel), exceto o código 0405.10.00; IV - nos códigos 0504.00 (miúdos), 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.9, 07.10, 07.12 a 07.14 (produtos hortícolas, plantas e tubérculos), exceto os códigos 0713.33.1"
07133319;560;199;", exceto o código 0405.10.00; IV - nos códigos 0504.00 (miúdos), 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.9, 07.10, 07.12 a 07.14 (produtos hortícolas, plantas e tubérculos), exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99; V - no Capítulo 8 (frutas); VI - no Capítulo 9, exceto a posição 09.01 (café); VII "
07133329;560;199;"ódigo 0405.10.00; IV - nos códigos 0504.00 (miúdos), 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.9, 07.10, 07.12 a 07.14 (produtos hortícolas, plantas e tubérculos), exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99; V - no Capítulo 8 (frutas); VI - no Capítulo 9, exceto a posição 09.01 (café); VII - nos Capítu"
07133399;560;199;".00; IV - nos códigos 0504.00 (miúdos), 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.9, 07.10, 07.12 a 07.14 (produtos hortícolas, plantas e tubérculos), exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99; V - no Capítulo 8 (frutas); VI - no Capítulo 9, exceto a posição 09.01 (café); VII - nos Capítulos 10 a 12 ("
12081000;560;199;"3.33.29 e 0713.33.99; V - no Capítulo 8 (frutas); VI - no Capítulo 9, exceto a posição 09.01 (café); VII - nos Capítulos 10 a 12 (cereais, farinhas, grãos, sementes, frutos), exceto os códigos 12.01, 1208.10.00; VIII - no Capítulo 15 (gorduras e óleos animais ou vegetais), exceto os códigos 1502.10.1, 15.07 a 15.14, e "
15171000;560;199;" 10 a 12 (cereais, farinhas, grãos, sementes, frutos), exceto os códigos 12.01, 1208.10.00; VIII - no Capítulo 15 (gorduras e óleos animais ou vegetais), exceto os códigos 1502.10.1, 15.07 a 15.14, e 1517.10.00; IX - no Capítulo 16 (preparações de carnes e pescados); X - nos códigos 1701.13.00, 1701.14.00, 1702.90.00, "
17011300;560;199;".10.00; VIII - no Capítulo 15 (gorduras e óleos animais ou vegetais), exceto os códigos 1502.10.1, 15.07 a 15.14, e 1517.10.00; IX - no Capítulo 16 (preparações de carnes e pescados); X - nos códigos 1701.13.00, 1701.14.00, 1702.90.00, 1801.00.00, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00 (açúcares, cacau, suco"
17011400;560;199;" - no Capítulo 15 (gorduras e óleos animais ou vegetais), exceto os códigos 1502.10.1, 15.07 a 15.14, e 1517.10.00; IX - no Capítulo 16 (preparações de carnes e pescados); X - nos códigos 1701.13.00, 1701.14.00, 1702.90.00, 1801.00.00, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00 (açúcares, cacau, suco de frutas, "
17029000;560;199;"lo 15 (gorduras e óleos animais ou vegetais), exceto os códigos 1502.10.1, 15.07 a 15.14, e 1517.10.00; IX - no Capítulo 16 (preparações de carnes e pescados); X - nos códigos 1701.13.00, 1701.14.00, 1702.90.00, 1801.00.00, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00 (açúcares, cacau, suco de frutas, vinagres); e"
18010000;560;199;"ras e óleos animais ou vegetais), exceto os códigos 1502.10.1, 15.07 a 15.14, e 1517.10.00; IX - no Capítulo 16 (preparações de carnes e pescados); X - nos códigos 1701.13.00, 1701.14.00, 1702.90.00, 1801.00.00, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00 (açúcares, cacau, suco de frutas, vinagres); e XI - no Cap"
18040000;560;199;" ou vegetais), exceto os códigos 1502.10.1, 15.07 a 15.14, e 1517.10.00; IX - no Capítulo 16 (preparações de carnes e pescados); X - nos códigos 1701.13.00, 1701.14.00, 1702.90.00, 1801.00.00, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00 (açúcares, cacau, suco de frutas, vinagres); e XI - no Capítulo 23 (resíduos "
18050000;560;199;"), exceto os códigos 1502.10.1, 15.07 a 15.14, e 1517.10.00; IX - no Capítulo 16 (preparações de carnes e pescados); X - nos códigos 1701.13.00, 1701.14.00, 1702.90.00, 1801.00.00, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00 (açúcares, cacau, suco de frutas, vinagres); e XI - no Capítulo 23 (resíduos alimentares,"
22090000;560;199;" 1502.10.1, 15.07 a 15.14, e 1517.10.00; IX - no Capítulo 16 (preparações de carnes e pescados); X - nos códigos 1701.13.00, 1701.14.00, 1702.90.00, 1801.00.00, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00 (açúcares, cacau, suco de frutas, vinagres); e XI - no Capítulo 23 (resíduos alimentares, alimentos preparado"
02061000;567;;"assi fi cados nas posições 01.02 e 01.04 da Tipi, efetuada por pessoa jurídica, inclusive cooperativa, para pessoas jurídicas que produzam mercadorias classi fi cada nas posições 02.01, 02.02, 02.04, 0206.10.00, 0206.21, 0206.29, 0206.80.00, 0210.20.00, 0506.90.00, 0510.00.10 e 1502.10.1 da Tipi (Lei nº 12.058, de 2009"
02068000;567;;"02 e 01.04 da Tipi, efetuada por pessoa jurídica, inclusive cooperativa, para pessoas jurídicas que produzam mercadorias classi fi cada nas posições 02.01, 02.02, 02.04, 0206.10.00, 0206.21, 0206.29, 0206.80.00, 0210.20.00, 0506.90.00, 0510.00.10 e 1502.10.1 da Tipi (Lei nº 12.058, de 2009, art. 32, caput, com redação "
02102000;567;;"a Tipi, efetuada por pessoa jurídica, inclusive cooperativa, para pessoas jurídicas que produzam mercadorias classi fi cada nas posições 02.01, 02.02, 02.04, 0206.10.00, 0206.21, 0206.29, 0206.80.00, 0210.20.00, 0506.90.00, 0510.00.10 e 1502.10.1 da Tipi (Lei nº 12.058, de 2009, art. 32, caput, com redação dada pela Le"
05069000;567;;"uada por pessoa jurídica, inclusive cooperativa, para pessoas jurídicas que produzam mercadorias classi fi cada nas posições 02.01, 02.02, 02.04, 0206.10.00, 0206.21, 0206.29, 0206.80.00, 0210.20.00, 0506.90.00, 0510.00.10 e 1502.10.1 da Tipi (Lei nº 12.058, de 2009, art. 32, caput, com redação dada pela Lei nº 12.839,"
05100010;567;;"soa jurídica, inclusive cooperativa, para pessoas jurídicas que produzam mercadorias classi fi cada nas posições 02.01, 02.02, 02.04, 0206.10.00, 0206.21, 0206.29, 0206.80.00, 0210.20.00, 0506.90.00, 0510.00.10 e 1502.10.1 da Tipi (Lei nº 12.058, de 2009, art. 32, caput, com redação dada pela Lei nº 12.839, de 2013, ar"
02063000;569;;"digos 1006.20 e 1006.30, e na posição 23.06 da Tipi, quando efetuada por pessoa jurídica, inclusive cooperativa, para: a) pessoas jurídicas que produzam mercadorias classi fi cadas nos códigos 02.03, 0206.30.00, 0206.4, 02.07 e 0210.1, todos da Tipi; b) pessoas jurídicas que produzam preparações dos tipos utilizados na"
12081000;573;;"573. Fica suspenso o pagamento da Contribuição para o PIS/Pasep e da Co fi ns sobre as receitas decorrentes da venda de soja classi fi cada na posição 12.01 e dos produtos classi fi cados nos códigos 1208.10.00 e 2304.00 da Tipi (Lei nº 12.865, de 2013, art. 29). TÍTULO II DOS CRÉDITOS PRESUMIDOS CAPÍTULO I DOS CRÉDITO"
18010000;574;203;"ativamente as atividades de limpar, padronizar, armazenar e comercializar os produtos in natura de origem vegetal classi fi cados nos códigos 10.01 a 10.08, exceto os dos códigos 1006.20 e 1006.30, e 1801.00.00, todos da Tipi; IV - pessoa jurídica que exerça cumulativamente as atividades de transporte, resfriamento e v"
02061000;575;204;"8, de 2009, art. 37; Lei nº 12.350, de 2010, art. 57; e Lei nº 12.839, de 2013, art. 2º): a) aos produtos de origem animal classi fi cados no Capítulo 2, exceto os códigos 02.01, 02.02, 02.03, 02.04, 0206.10.00, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07 e 0210.1 da Tipi; b) aos produtos de origem animal classi fi cad"
02063000;575;204;".350, de 2010, art. 57; e Lei nº 12.839, de 2013, art. 2º): a) aos produtos de origem animal classi fi cados no Capítulo 2, exceto os códigos 02.01, 02.02, 02.03, 02.04, 0206.10.00, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07 e 0210.1 da Tipi; b) aos produtos de origem animal classi fi cados no Capítulos 3, exceto as p"
04051000;575;204;" 0210.1 da Tipi; b) aos produtos de origem animal classi fi cados no Capítulos 3, exceto as posições 03.02, 03.03, 03.04, da Tipi, e os produtos vivos desse Capítulo, e no Capítulo 4, exceto o código 0405.10.00, da Tipi, e o leite in natura; c) aos produtos de origem animal classi fi cados nos códigos 15.01 a 15.06 e 1"
15171000;575;204;"classi fi cados nos códigos 15.01 a 15.06 e 1516.10, exceto o código 1502.10.1, todos da Tipi; d) às misturas ou preparações de gorduras ou de óleos animais dos códigos 15.17 e 15.18, exceto o código 1517.10.00, da Tipi; e e) aos produtos de origem animal classi fi cados no Capítulo 16; II - 0,5775% (cinco mil e setece"
02061000;577;;"to presumido calculado sobre o valor dos bens classi fi cados nas posições 01.02 e 01.04 da Tipi, utilizados como insumos na fabricação de mercadorias classi fi cadas nos códigos 02.01, 02.02, 02.04, 0206.10.00, 0206.21, 0206.29, 0206.80.00, 0210.20.00, 0506.90.00, 0510.00.10 e 1502.10.1 da Tipi, destinados à exportaçã"
02068000;577;;" valor dos bens classi fi cados nas posições 01.02 e 01.04 da Tipi, utilizados como insumos na fabricação de mercadorias classi fi cadas nos códigos 02.01, 02.02, 02.04, 0206.10.00, 0206.21, 0206.29, 0206.80.00, 0210.20.00, 0506.90.00, 0510.00.10 e 1502.10.1 da Tipi, destinados à exportação ou vendidos à empresa comerc"
02102000;577;;"ens classi fi cados nas posições 01.02 e 01.04 da Tipi, utilizados como insumos na fabricação de mercadorias classi fi cadas nos códigos 02.01, 02.02, 02.04, 0206.10.00, 0206.21, 0206.29, 0206.80.00, 0210.20.00, 0506.90.00, 0510.00.10 e 1502.10.1 da Tipi, destinados à exportação ou vendidos à empresa comercial exportad"
05069000;577;;"i cados nas posições 01.02 e 01.04 da Tipi, utilizados como insumos na fabricação de mercadorias classi fi cadas nos códigos 02.01, 02.02, 02.04, 0206.10.00, 0206.21, 0206.29, 0206.80.00, 0210.20.00, 0506.90.00, 0510.00.10 e 1502.10.1 da Tipi, destinados à exportação ou vendidos à empresa comercial exportadora com o fi"
05100010;577;;"posições 01.02 e 01.04 da Tipi, utilizados como insumos na fabricação de mercadorias classi fi cadas nos códigos 02.01, 02.02, 02.04, 0206.10.00, 0206.21, 0206.29, 0206.80.00, 0210.20.00, 0506.90.00, 0510.00.10 e 1502.10.1 da Tipi, destinados à exportação ou vendidos à empresa comercial exportadora com o fi m especí fi"
02061000;580;;", art. 5º). § 2º A receita de exportação e a receita bruta total de que trata o § 1º correspondem apenas às receitas decorrentes da venda dos produtos classi fi cados nos códigos 02.01, 02.02, 02.04, 0206.10.00, 0206.21, 0206.29, 0210.20.00, 0506.90.00, 0510.00.10 e 1502.10.1 da Tipi (Lei nº 12.058, de 2009, art. 33, §"
02102000;580;;"exportação e a receita bruta total de que trata o § 1º correspondem apenas às receitas decorrentes da venda dos produtos classi fi cados nos códigos 02.01, 02.02, 02.04, 0206.10.00, 0206.21, 0206.29, 0210.20.00, 0506.90.00, 0510.00.10 e 1502.10.1 da Tipi (Lei nº 12.058, de 2009, art. 33, § 7º, com redação dada pela Lei"
05069000;580;;" a receita bruta total de que trata o § 1º correspondem apenas às receitas decorrentes da venda dos produtos classi fi cados nos códigos 02.01, 02.02, 02.04, 0206.10.00, 0206.21, 0206.29, 0210.20.00, 0506.90.00, 0510.00.10 e 1502.10.1 da Tipi (Lei nº 12.058, de 2009, art. 33, § 7º, com redação dada pela Lei nº 12.839, "
05100010;580;;"ruta total de que trata o § 1º correspondem apenas às receitas decorrentes da venda dos produtos classi fi cados nos códigos 02.01, 02.02, 02.04, 0206.10.00, 0206.21, 0206.29, 0210.20.00, 0506.90.00, 0510.00.10 e 1502.10.1 da Tipi (Lei nº 12.058, de 2009, art. 33, § 7º, com redação dada pela Lei nº 12.839, de 2013, art"
02063000;584;207;"e da Co fi ns, devidas em cada período de apuração, crédito presumido calculado sobre o valor de aquisição dos bens utilizados como insumos na produção dos produtos classi fi cados nos códigos 02.03, 0206.30.00, 0206.4, 02.07 e 0210.1 da Tipi, destinados à exportação ou vendidos à empresa comercial exportadora com o fi"
02063000;585;;"r (Lei nº 12.350, de 2010, art. 55, caput): I - de aquisição dos bens relacionados nos incisos do caput do art. 584 utilizados como insumos na produção dos produtos classi fi cados nos códigos 02.03, 0206.30.00, 0206.4, 02.07 e 0210.1 da Tipi, destinados à exportação ou vendidos a empresa comercial exportadora com o fi"
