ncm;cest;mva;aliq_interna;op_interna;segmento;norma;dispositivo;trecho
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Eisenbahn"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Eisenbahn  Unfiltered Pilsen"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Ekaut"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Extrela Galicia"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Extrela Galicia 0,0"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Extrela Sirius Pilsen"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Extrela Sirius Puro Malte"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Glacial"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Goose Island"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Heineken"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Heineken 0%"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Hoegaarden 0,0% 330 ml"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Império Pilsen"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Império Lager"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Itaipava Malzebier"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Itaipava Pilsen"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Itaipava Premium"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Itaipava 100% Malte"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Itaipava Zero Álcool"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Kaiser"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Kirin Ichiban"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Lagunitas Ipa"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Lokal Pilsen"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Maniacs Aloha"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Maniacs Bahia Vanilla"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Maniacs Cacau Sour"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Maniacs Ipa"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Maniacs Mad maniacs"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Michelob"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"No Grau"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Nova Extrela Puro Malte"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Original"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Patagonia"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Petra Premium Escura"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Petra Puro Malte"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Proibida"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Proibida PM Lager"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Proibida Puro Malte"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Proibida Puro Malte Forte"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Proibida Puro Malte Leve"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Quilmes"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Samba"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Serramalte"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Schin"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Schin sem álcool / zero álcool"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Skol Pilsen"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Skol Puro Malte"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Skol Puro Malte Pack (valor por unidade)"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Sol Premium 310 ml"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Spaten"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Spoller"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Spoller Malzebier"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Spoller Sem álcool"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Stella Artois 310ml - multipack (valor por unidade)"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Stella Artois 350ml"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Tiger"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Voiller Pilsen"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Xingu"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outras (escuras)"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outras (importadas)"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outras (nacionais)"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outras (sem álcool)"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"A Certa Pilsen"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Almada"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Amstel"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Antarctica Pilsen"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Antarctica Sub Zero"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Bavária Pilsen"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Brahma Chopp"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Brahma Chopp 410 ml - Multpack (valor por unidade)"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Brahma Duplo Malte"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Brahma Duplo Malte 410 ml - Multpack (valor por unidade)"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Brussels Puro Malte"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Bohemia Pilsen 410 ml - Multpack (valor por unidade)"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Bohemia"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Budweiser 410 ml"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Budweiser 410 ml - Multpack (valor por unidade)"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Budweiser"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Burguesa"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Capunga"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Cerveja Puro Malte"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Cidade Imperio Dunkel"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Cidade Imperio Hessel"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Cidade Imperio Pilsen"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Colina Pilsen"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Colorado 410 ml"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Conti"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Conti Zero Grau"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Conti  Malzbier"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Crystal Pilsen"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Devassa"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Ekaut"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Estrella Galicia"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Estrela Sirius Pilsen"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Estrela Sirius Puro malte"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Glacial"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Império Pilsen"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Império Lager"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Itaipava Pilsen"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Itaipava 100% malte"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Kaiser"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Lokal Pilsen"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Nova Extrela Puro Malte"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Macedônia Kolsch"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Maniacs Aloha"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Maniacs Caft Lager"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Maniacs Ipa"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Maniacs Oktoberfest"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Maniacs Hop Arabica"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Patagonia"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Petra puro malte"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Proibida"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Proibida Puro Malte Leve"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Original"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Samba"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Schin"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Skol Puro Malte"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Skol Pilsen"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Skol Pilsen 410 ml - Multpack (valor por unidade)"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Spoller"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Spoller Malzebier"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Spaten"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Stella Artois 410 ml"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Stella Artois 410 ml - Multpack (valor por unidade)"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Sul Americana"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Wals"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outras (nacionais)"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outras (importadas)"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"8.6 Especial Blond Beer"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"8.6 Especial Red Beer"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Brahma Chopp"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Itaipava"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Skol Pilsen"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outras Importadas"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outras"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Heineken Keg 5 Litros"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outras"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"1906 Res Especial Kit C/ 6 Garrafas 330 ml Descartáveis"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Extrela Gallicia Kit C/ 6 Garrafas 330 ml Descartáveis"
22030000;0302100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outros Garrafas de 330 ml Descart."
22030000;0302300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Amstel"
22030000;0302300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Antarctica, Brahma, Skol"
22030000;0302300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Cabueta"
22030000;0302300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Cerpa"
22030000;0302300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Cerpa Tijuca Puro malte"
22030000;0302300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Cervejaria sergipana"
22030000;0302300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Colina"
22030000;0302300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Colina Puro Malte"
22030000;0302300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Conti"
22030000;0302300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Dalla Ipa Pet 1500 ml"
22030000;0302300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Dalla Pilsen Pet 1500 ml"
22030000;0302300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Dalla Munich Dunpel Pet 1500 ml"
