segmento;anexo;item;cest;ncm;descricao;op_interna;protocolo;legislacao;mva4;mva7;mva12;mva_int;mva2_4;mva2_7;mva2_12;mva2_int;mva_ns4;mva_ns7;mva_ns12;mva_imp;pfc;aliq_interna;fecoep;aliq_txt;vigencia;versao
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,8599999999998;0302100;;Tiger;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;7,33;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,8699999999998;0302100;;Outras;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;18;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,8799999999998;0302100;;Amstel;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;7,22;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,8899999999998;0302100;;Antarctica Pilsen Descartável;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;6,42;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,8999999999998;0302100;;Antarctica Pilsen Retornável;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;6,1;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,9099999999998;0302100;;Antarctica Sub Zero Retornável;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;6;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,9199999999998;0302100;;Bohemia;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;7,67;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,9299999999998;0302100;;Brahma Descartável;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;7,25;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,9399999999998;0302100;;Brahma Retornável;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;7,86;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,9499999999998;0302100;;Brahma Duplo Malte Retornável;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;7,64;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,9599999999998;0302100;;Budweiser 990 ml;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;8,79;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,9699999999998;0302100;;Burguesa Retornável;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;6,3;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,9799999999998;0302100;;Conti retornável;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;6;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,9899999999998;0302100;;Conti Zero Grau Retornável;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,88;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1;0302100;;Crystal Pilsen Retornável;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,83;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,101;0302100;;Devassa retornável;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;7,23;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,102;0302100;;Glacial Retornável;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,02;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,103;0302100;;Itaipava Pilsen Descartável;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;7,38;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,104;0302100;;Itaipava Pilsen Retornável;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;6,78;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,105;0302100;;Itaipava 100% Malte Descartável;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;7,38;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,106;0302100;;Itaipava 100% Malte Retornável;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;7,17;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,107;0302100;;Lokal Pilsen;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;4,93;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,108;0302100;;No Grau Retornável;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,29;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,109;0302100;;Norteña 960 ml;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;17,75;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,11;0302100;;Original;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;8,09;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,111;0302100;;Petra Puro Malte;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;7,53;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,112;0302100;;Proibida Retornável;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,03;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,113;0302100;;Quilmes Descartável;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;15,77;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,114;0302100;;Samba;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,76;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,115;0302100;;Schin Pilsen Descartável;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;7,05;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,116;0302100;;Schin Pilsen Retornável;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,9;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,117;0302100;;Skol Descartável;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;8,38;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,118;0302100;;Skol Retornável;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;7,77;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,119;0302100;;Skol Puro Malte Retornável;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;7,62;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,12;0302100;;Outras (importadas);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;25;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,121;0302100;;Outras (nacionais);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;13;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,122;0302105;;Scholer's Bier German Pilsen 1000 ml;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;15,95;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,123;0302105;;Scholer's Bier IPA 1000 ml;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;20,35;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,124;0302105;;Scholer's Bier Pilsen 1000 ml;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;19,77;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,125;0302105;;Outras;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;22;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,126;0302100;;Cerpa Export;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;3;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,127;0302100;;Cerpa Tijuca;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,4;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,128;0302100;;Outras;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;4;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,129;0302100;;Coronita Extra Nac;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;4,2;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,13;0302100;;Estrella Galicia;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;3,23;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,131;0302100;;Império Gold 210 ml;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;3,17;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,132;0302100;;Outras;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,133;0302100;;Bavaria Pilsen;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;1,62;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,134;0302100;;Crystal Pilsen;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;1,62;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,135;0302100;;Ekaut;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,73;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,136;0302100;;Estrella Galicia 0,0;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,65;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,137;0302100;;Estrella Galicia 0,0 álcool Black;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;4,9;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,138;0302100;;Estrella Galicia 0,0 álcool tostada;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;4,9;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,139;0302100;;Heineken;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;3,26;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,14;0302100;;Império Pilsen;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,52;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,141;0302100;;Império Lager;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;3,23;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,142;0302100;;Império Ultra;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,77;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1430000000001;0302100;;Itaipava Pilsen;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;1,89;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1440000000001;0302100;;Kaiser;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;1,81;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1450000000001;0302100;;Skol Pilsen;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,12;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1460000000001;0302100;;Skol Puro Malte;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;3,26;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1470000000001;0302100;;Stela Artois;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;4,43;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1480000000001;0302100;;Outros;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;6;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1490000000001;0302100;;1500 300 ml;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;3,23;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1500000000001;0302100;;1500 330 ml;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;3,55;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1510000000001;0302100;;1906;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,16;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1520000000001;0302100;;1906 Black Coupage 330 ml;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;8,32;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1530000000001;0302100;;1906 Red Vintage;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,39;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1540000000001;0302100;;Almada 300 ml;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,84;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1550000000001;0302100;;Almada 330 ml;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,98;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1560000000001;0302100;;Antarctica Cristal;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,22;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1570000000001;0302100;;Antarctica Pilsen;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,08;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1580000000001;0302100;;Baden Baden Bock 300ml;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;6,57;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1590000000001;0302100;;Becks 330 ml;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;7,01;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1600000000001;0302100;;Bendicta Pilsen 300 ml;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;8,32;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1610000000001;0302100;;Black Princess Gold;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,07;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1620000000001;0302100;;Black Princess Outras;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;8,25;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1630000000001;0302100;;Blue Moon Belgian White;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;6,06;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1640000000001;0302100;;Bohemia;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,34;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1650000000001;0302100;;Bohemia Escura;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,81;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1660000000001;0302100;;Brahama Extra Lager/Red/Weiss;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;4,91;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1670000000001;0302100;;Brahma 0 % Álcool;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,82;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1680000000001;0302100;;Brahma Chopp;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1690000000001;0302100;;Brahma Chopp 300 ml;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,93;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1700000000001;0302100;;Brahma Duplo Malte 330 ml;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1710000000001;0302100;;Brahma Malzbier;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,38;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1720000000001;0302100;;Brooklin East Ipa;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;14,49;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1730000000001;0302100;;Brooklin Lager;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;14,49;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1740000000001;0302100;;Brussels;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;3,09;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1750000000001;0302100;;Budweiser;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,9;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1760000000001;0302100;;Budweiser 0,0%;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;6,03;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1770000000001;0302100;;Burguesa 300 ml;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,71;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1780000000001;0302100;;Burguesa 330 ml;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;3,02;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1790000000001;0302100;;Cabaré 330 ml;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,12;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1800000000001;0302100;;Cacildis Amber Lager;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,51;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1810000000001;0302100;;Capunga;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;3,09;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1820000000001;0302100;;Caracu;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,34;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1830000000001;0302100;;Cerpa Draft;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;3,44;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;21,1840000000001;0302100;;Cerpa Export;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;4,26;19;2;19% + 2% (FECOEP);01/07/2023;0019
